"accuracy","auc","precision","sensitivity","specificity","f1"
0.828571428571429,0.732213438735178,0.879751552795031,0.911093544137022,0.553333333333333,0.89241742120558
0.835714285714286,0.740276679841897,0.876885375494071,0.920553359683794,0.56,0.895559251047056
0.842857142857143,0.740909090909091,0.881142857142857,0.928484848484848,0.553333333333333,0.901475392220073
0.828571428571429,0.704932712215321,0.860836120401338,0.922722567287785,0.487142857142857,0.889720823798627
0.828571428571429,0.641119047619048,0.839607614607615,0.962952380952381,0.319285714285714,0.895754988908246
0.828571428571429,0.704932712215321,0.860836120401338,0.922722567287785,0.487142857142857,0.889720823798627
0.85,0.765889270277142,0.889973649538867,0.915667429443173,0.616111111111111,0.902301321866539
0.85,0.765889270277142,0.889973649538867,0.915667429443173,0.616111111111111,0.902301321866539
0.857142857142857,0.777664335664336,0.883937343358396,0.920969696969697,0.634358974358974,0.900127717786768
