"","accuracy","auc","precision","recall","specificity","f1","V1"
"1","0.792857142857143","0.660871917937135","0.851402220967438","0.891029550159985","0.430714285714286","0.870240616038319","1"
"2","0.742857142857143","0.647833333333333","0.83581362497152","0.820666666666667","0.475","0.824663780663781","2"
"3","0.721428571428571","0.639649350649351","0.852261102069286","0.776917748917749","0.502380952380952","0.809354313301682","3"
"4","0.728571428571429","0.638365800865801","0.847381422924901","0.795779220779221","0.480952380952381","0.818305253933595","4"
"5","0.657142857142857","0.551919819311124","0.815077694235589","0.733839638622247","0.37","0.76768423517098","5"
"6","0.742857142857143","0.710851940457204","0.877936507936508","0.782814992025518","0.638888888888889","0.824285714285714","6"
"7","0.7","0.509563422212164","0.793357348220048","0.821110971408454","0.198015873015873","0.805658171615618","7"
"8","0.742857142857143","0.657567859041543","0.844307309776417","0.813548416495785","0.501587301587302","0.828241057188426","8"
"9","0.664285714285714","0.594835164835165","0.828778195488722","0.732527472527472","0.457142857142857","0.771567944250871","9"
"10","0.7","0.6715","0.849749373433584","0.768","0.575","0.797119499898853","10"
"11","0.757142857142857","0.638153935563547","0.839046917994286","0.840752315571537","0.435555555555556","0.838615843800522","11"
"12","0.735714285714286","0.669437229437229","0.857296072856714","0.787683982683983","0.551190476190476","0.818882184047423","12"
"13","0.735714285714286","0.6164568040655","0.832900432900433","0.827199322416714","0.405714285714286","0.829457135163318","13"
"14","0.714285714285714","0.639798045839236","0.837733860342556","0.790707202789583","0.488888888888889","0.810096890266562","14"
"15","0.7","0.587939867785406","0.818458498023716","0.791990846681922","0.383888888888889","0.802240274953535","15"
